Frame,CS6B7nn_ROI1,CS6B7nn_ROI2,CS6B7nn_ROI3,CS6B7nn_ROI4,CS6B7nn_ROI5,CS6B7nn_ROI6,CS6B7nn_ROI7,CS6B7nn_ROI8,CS6B7nn_ROI9,CS6B7nn_ROI10,CS6B7nn_ROI11,CS6B7nn_ROI12,CS6B7nn_ROI13,CS6B7nn_ROI14,CS6B7nn_ROI15,CS6B7nn_ROI16,CS6B7nn_ROI17,CS6B7nn_ROI18,CS6B7nn_ROI19,CS6B7nn_ROI20,CS6B7nn_ROI21,CS6B7nn_ROI22,CS6B7nn_ROI23,CS6B7nn_ROI24,CS6B7nn_ROI25,CS6B7nn_ROI26,CS6B7nn_ROI27,CS6B7nn_ROI28,CS6B7nn_ROI29,CS6B7nn_ROI30,CS6B7nn_ROI31,CS6B7nn_ROI32,CS6B7nn_ROI33,CS6B7nn_ROI34,CS6B7nn_ROI35,CS6B7nn_ROI36,CS6B7nn_ROI37,CS6B7nn_ROI38,CS6B7nn_ROI39,CS6B7nn_ROI40,CS6B7nn_ROI41,CS6B7nn_ROI42,CS6B7nn_ROI43,CS6B7nn_ROI44,CS6B7nn_ROI45,CS6B7nn_ROI46,CS6B7nn_ROI47,CS6B7nn_ROI48,CS6B7nn_ROI49,CS6B7nn_ROI50,CS6B7nn_ROI51,CS6B7nn_ROI52,CS6B7nn_ROI53,CS6B7nn_ROI54,CS6B7nn_ROI55,CS6B7nn_ROI56,CS6B7nn_ROI57,CS6B7nn_ROI58,CS6B7nn_ROI59,CS6B7nn_ROI60,CS6B7nn_ROI61,CS6B7nn_ROI62,CS6B7nn_ROI63,CS6B7nn_ROI64,CS6B7nn_ROI65,CS6B7nn_ROI66,CS6B7nn_ROI67,CS6B7nn_ROI68,CS6B7nn_ROI69,CS6B7nn_ROI70,CS6B7nn_ROI71,CS6B7nn_ROI72,CS6B7nn_ROI73,CS6B7nn_ROI74,CS6B7nn_ROI75,CS6B7nn_ROI76,CS6B7nn_ROI77,CS6B7nn_ROI78,CS6B7nn_ROI79,CS6B7nn_ROI80,CS6B7nn_ROI81,CS6B7nn_ROI82,CS6B7nn_ROI83,CS6B7nn_ROI84,CS6B7nn_ROI85,CS6B7nn_ROI86,CS6B7nn_ROI87,CS6B7nn_ROI88,CS6B7nn_ROI89,CS6B7nn_ROI90,CS6B7nn_ROI91,CS6B7nn_ROI92,CS6B7nn_ROI93,CS6B7nn_ROI94,CS6B7nn_ROI95,CS6B7nn_ROI96,CS6B7nn_ROI97,CS6B7nn_ROI98,CS6B7nn_ROI99,CS6B7nn_ROI100
781,1638.125,1283.889,2274.6,2043.333,990,864.667,2269,1056.25,1022,1724.167,1038.75,684,1472.917,1214,644.625,1105.875,911.875,2199.875,2641.833,2124.625,1711,1419.875,1523.333,1130.5,2213.062,1999.25,1059.647,1057.25,1462.7,1112,1413.444,1182.333,920.6,1131.111,1238.889,956.667,1056.5,1113.889,1943.333,1311,1134.333,1365.962,1401.222,734.625,1807.25,1048.75,1092.2,1160.222,913.375,640.083,794,2141,1190.438,1175.75,1057.625,914.833,1075.5,943.167,944.25,1779,1024.154,939.375,872.9,897.438,727.1,1383.833,1057.667,1530.5,1411.667,1639.75,1442.167,1422,1448.875,1556.333,1612.5,1345.25,807.833,1596.167,1428.875,1574.111,1443,1035.25,1396.167,1386.125,1004,1605,1269.625,956.833,1217.444,1526.667,785.5,1419.375,1212.625,2676.833,1995.917,1362.833,1384.875,2225.7,1209,1495.9
782,1637.5,1275.222,2287.5,2023,1040.167,899.417,2202.833,1105.75,1023.25,1631.833,1092.75,670.091,1457.75,1199.4,641.375,1090.125,903.625,2200.25,2681.5,2130.25,1728,1414.625,1523,1113.625,2198.312,1998.667,1066.647,1052.25,1463.4,1115,1394.889,1190.667,945.2,1141.222,1217,943.333,1002.25,1128.444,1951.833,1294.5,1112.778,1375.731,1385.667,785.75,1837.5,1081.875,1095.25,1174.444,883.25,640.25,844.75,2100.167,1178.75,1217.75,1038.375,867,1085.125,892.667,976.75,1781.167,1028,940.25,882.4,897.562,706.3,1446.167,965.667,1522.875,1452.833,1701.75,1545.333,1511.5,1502.875,1543.25,1620,1338,840,1708.667,1473,1534.667,1393.167,1055.5,1428.917,1309.25,1042.25,1613.667,1246.875,997.5,1242.333,1513,770.833,1375,1283.375,2636.5,1979.667,1310.833,1402.25,2221.1,1205.667,1504.3
783,1653.75,1267.222,2256.6,2060.833,1028.167,858.833,2255.667,1028.625,1021.5,1712.167,1118.25,692,1481.5,1183.8,660.458,1094.125,898.562,2220.375,2686.5,2127.625,1706,1409.188,1492.5,1094.25,2182.812,1965.417,1078.529,1028,1448.2,1130.167,1440.667,1162,953.4,1134.222,1239.333,966.111,1000.75,1102.333,1937.167,1278.5,1165.333,1368.462,1335.444,830,1808,1067.875,1103.05,1188.556,875.125,674.083,840.25,2088,1165.375,1182.75,1045.125,900.167,1046.875,967.833,966.25,1802.583,1032.769,954.375,899.1,904.812,745.2,1452.167,965,1535.375,1401.917,1698.5,1567.333,1429.833,1445.25,1586.167,1635.333,1304,770.333,1577.5,1457.5,1659.333,1404.833,1070,1425.917,1368,954.25,1615.667,1230.875,1001,1181.556,1509,738.833,1365.125,1221.25,2654,1973.5,1357.667,1395.5,2252.25,1174.667,1534.7
784,1634.625,1267.444,2211.9,1992.833,1102.833,877.833,2208.5,1047.625,1026.625,1637.333,1083,680.091,1479.917,1216.2,627.792,1082.625,914.812,2129.75,2606.667,2128,1708,1423.125,1536.5,1111.5,2188.312,1986,1050.765,1076.625,1489.9,1081.333,1369.889,1205.667,904,1125.111,1232.667,971.333,1042.25,1065.222,1938.833,1292.75,1119.778,1386.462,1421.778,806.125,1821,1080,1100.85,1164.667,897.375,658.083,818.5,2059,1200.625,1184.5,1074.375,929.333,1063.875,952.333,971,1785.083,1026.731,994.125,880.1,901.688,728.4,1471.833,927.167,1526.625,1429,1750.5,1622.167,1425.833,1423.375,1598.083,1606.833,1374.875,821.667,1611.167,1502.875,1584.556,1441.167,1074.75,1398.917,1355.375,979.75,1625.5,1252.125,1077.333,1273.889,1500.833,758,1391.875,1213.5,2638,2011.083,1356.333,1356.375,2242.25,1212.333,1570.2
785,1673.125,1275.111,2224.7,2003.333,988.333,852.667,2169.167,1072.375,1026.125,1633.5,1152.5,685.091,1463.5,1197.2,634.917,1146.75,927.75,2211.375,2682.167,2077.5,1719.667,1437.625,1528.833,1127.375,2198.438,1957.167,1089.706,1044.875,1435.9,1093,1383.333,1175.333,944.3,1122.111,1207,963.889,993,1123.889,1930.083,1296,1158.444,1367.192,1425.444,817.125,1853.5,1061,1119.1,1160,893.25,630.25,819,2098.833,1159.25,1225,1090.5,901.583,1046.125,936.167,944.75,1775.333,1042.115,943.75,895.9,881.188,765.3,1407.667,981.333,1526.875,1381.167,1738.875,1502,1465,1454.625,1590.25,1526.333,1353.625,833.667,1590.333,1474,1610.778,1446,1096.25,1410.75,1348.75,981.75,1624.667,1249.625,1003.5,1210.444,1467,776.667,1404.5,1191.625,2656.917,1962.833,1412.833,1378.5,2231.35,1250,1610.7
786,1626.5,1283.444,2246.1,2012.667,1055.5,869.75,2208.833,1050.75,1024.875,1704.667,1109.25,663.727,1455.083,1187.4,659.375,1057,892.312,2194.75,2681.333,2170.75,1708,1424.562,1455,1106.25,2201.188,1996.917,1066.706,1041.375,1470,1114.833,1396.556,1219.667,921.5,1141.444,1251.444,1025.889,1007.75,1106.778,1918.75,1279.5,1151.222,1377.731,1408.111,796,1779,1090.375,1110.85,1185.222,882,636.167,808,2109.5,1165.188,1243.5,1049,869.75,1026,929.5,938,1784.667,1000.308,956.875,897.9,912.125,745.5,1453.667,969.5,1624.625,1417.917,1763.125,1466.167,1491.5,1408.125,1582.417,1583.5,1365,845.5,1597.833,1459.25,1551.667,1381,1037.25,1419.083,1341.75,970,1607,1247.75,995.167,1248.444,1479.167,762.833,1386,1236.25,2626.417,1990.583,1333.167,1387.75,2259.05,1167.667,1520.3
787,1633.75,1253.222,2242.6,2047.833,1000.333,862.25,2222.167,1069.5,1019,1669.833,1059,683.818,1482.833,1192,661,1100.875,920.188,2146.5,2671.5,2084.625,1707,1401.938,1499.333,1102.5,2225.125,1961.5,1062.294,1031.5,1486.3,1102.167,1382.889,1198,916.7,1150.667,1196.444,958.778,1021.25,1086.889,1870.417,1290,1143.333,1369.038,1378.333,772.875,1810.5,1027.625,1108.05,1184.778,908.125,635.417,828.75,2187,1179.812,1206.5,1049.125,914.583,1093.875,935,961.75,1789.917,1027.808,971,881.9,900.688,756.4,1453.333,1011.333,1538,1433.083,1713.25,1531,1389.667,1463,1557.333,1637.333,1350,832.667,1559,1488.75,1587.222,1410.5,1029.25,1345.167,1338,1014.5,1595.333,1267.875,1023.167,1219.444,1512.5,793.667,1363.25,1238.5,2647.5,1992.5,1325.667,1450.375,2241.05,1199,1534.1
788,1632.625,1291.778,2220.8,2076.333,1068.333,855.833,2247.333,1030.875,1000.75,1636.5,1149.25,694,1452.333,1114.2,655.958,1054.875,922.375,2212.75,2665.333,2134,1769,1412.875,1459.333,1084,2220.062,1988.5,1073.588,1043.75,1473.3,1067.833,1393.667,1184,938,1160.667,1226.889,948.444,1007,1085,1950.333,1287.125,1122.667,1378.192,1411.111,809,1838.5,1010.75,1098.3,1213.556,904.375,645.75,863.25,2193,1172.188,1204.25,1064.875,899.167,1050.375,930.333,965,1794.25,1030.231,963.125,872,898.312,711.4,1412.5,1009.5,1565.5,1422.25,1701.25,1465.833,1426.833,1451.375,1525.583,1516,1376.875,885.5,1694.5,1462.375,1565.889,1446.167,1068.75,1378.25,1269.75,990.25,1558.167,1257,1055.333,1193.778,1487.5,816,1382,1233.125,2704.333,1951.75,1349.667,1387.375,2241.25,1187.667,1498.4
789,1641.625,1292.778,2262.9,1999.667,1006.333,854.583,2176.167,1090.875,1003.125,1639.167,1116.5,659.818,1501.167,1178,646.083,1089,901.375,2142.375,2615.667,2095.5,1686,1396.625,1530.167,1120.875,2217.062,1971.167,1082.588,1052.5,1451.5,1090,1395.556,1218.333,907.9,1140.333,1201.889,982.111,1072,1113.667,1926.5,1276.125,1164,1371.385,1366,763,1800,1033,1112.4,1216.778,879,605.917,791,2101.167,1158.75,1195.5,1056.875,908.75,1044.75,934.667,928.5,1782.833,1030.808,952.875,885.1,912.625,740.5,1423.667,1049.5,1525.375,1417.75,1673.625,1518.333,1412,1400.5,1595.917,1618.5,1392,819.833,1598,1464,1556.667,1469.167,1121.25,1375.5,1346.125,958.25,1606.333,1249.25,1014.667,1239.667,1513.333,793.333,1348,1229.625,2663,1980.833,1332.167,1412,2278.1,1096,1510.8
790,1600.125,1289.333,2251.4,2015.5,1051,855.667,2222.5,1083.75,985.25,1639.5,1093.75,675.727,1478.583,1206.2,641.042,1070.875,922.312,2182.375,2649.833,2095.625,1675,1425.75,1502.667,1080.625,2229.125,2009,1047.177,1057.875,1466.5,1104.833,1404.778,1245.167,906.2,1088.222,1228.667,984.111,987.5,1121.333,1929.083,1317.625,1121.667,1381.462,1404.222,794.625,1849,1023.625,1105.95,1161.444,882.5,664.833,824.75,2143.5,1210.125,1191.75,1033.375,917.667,1067.375,929,983.75,1785.583,1027.5,1003.875,874.1,890.062,750.8,1426.167,1015.833,1548,1341.75,1726.375,1488.5,1426.833,1461.375,1585.583,1560.167,1384.875,809.5,1591,1467.75,1527.778,1317.5,1062.25,1411.167,1373.5,1001.25,1600,1282.25,985.833,1227.333,1438.5,752.833,1361.625,1195.875,2672.25,1959.667,1369.333,1405.875,2243.5,1167.333,1538.7
791,1626.625,1254.444,2219.8,1971.833,1064,839.583,2228.333,1036.125,1005.5,1692.333,1073,651.091,1469.917,1177.2,636.042,1097.25,915.688,2188.375,2645.167,2078.375,1742.667,1392.562,1441.167,1095.625,2185.375,1974.583,1053.235,1004.875,1484.2,1102,1416.333,1223.833,908.7,1108.778,1239.333,1005.111,952,1113.667,1941.25,1289.75,1187.444,1384.577,1389.333,728.5,1808,1021.625,1106.25,1180.111,883.125,649.25,796.75,2088.667,1179.062,1191.25,1049.125,868.5,1045.875,897.667,904,1790.5,1012.231,949.25,903.1,876.188,748.2,1468,1026,1571.375,1443,1760.75,1545.5,1445.5,1516.5,1546.5,1635.833,1374.25,841,1651.5,1502.75,1557.222,1399.333,1107.5,1390.083,1383.5,976.75,1589.667,1293,985.167,1231,1491.167,738.833,1391.875,1245.125,2630.917,2015.917,1433.667,1407.625,2261.05,1212.333,1527.3
792,1613.25,1249.333,2244.5,2021.833,1048.167,857.167,2216.5,1028,990,1635,1055,667.091,1456.5,1113,637.125,1126,882.938,2211.375,2669.833,2135,1725.333,1411.125,1502.167,1099.125,2197.125,1957.583,1041.647,1038,1470.2,1096.833,1395.778,1272.833,937.5,1115.111,1212.889,998.889,919,1064.333,1919.917,1287.5,1144.778,1363.5,1370.778,758,1834.25,1064.75,1121.45,1131.333,897.125,630.583,809.75,2091.667,1190.625,1240,1052.875,891.917,1026.375,853.333,945,1782.417,1008.269,976.625,887,878.5,736,1408.833,1013.333,1488,1339.5,1746.125,1560.167,1373,1446.25,1574.833,1562.833,1401.5,790.5,1620.5,1513.375,1592.444,1375.5,1121.25,1439,1333.5,914.5,1573.167,1201.75,1002.333,1212.111,1486.667,763,1382.75,1218.5,2664.583,1939.25,1405.667,1431.625,2242.15,1146.667,1517.1
793,1633,1291.556,2237.7,2042.667,992.667,855.75,2283.167,1034.125,1009,1699.333,1114.25,686.636,1513.5,1140,630,1105.125,920.312,2169.875,2652.167,2151.125,1700.333,1423.375,1525.667,1113.75,2218.75,2000.583,1067.823,1065.875,1452.7,1088.667,1390.333,1195.167,932,1116.222,1203,976.111,975,1101.778,1913.583,1301.75,1170.333,1361.115,1408.778,790.75,1764.5,1027.875,1104.85,1153.111,889.125,641.5,854.25,2131,1161.75,1222.75,1041.375,908.25,1024.875,941.333,933,1787.583,1018.923,930.875,905.3,900.688,763.2,1441.5,917.833,1577.5,1409.167,1772.625,1499.667,1499.667,1433.25,1536.833,1563.167,1413.75,838.5,1627.333,1484.375,1546.667,1381.5,1009,1374.75,1323.5,1032.5,1596,1253.125,986.167,1213.778,1485.167,743,1373.625,1207,2647.917,1927.417,1376,1375.625,2250.95,1186.333,1603.9
794,1623.625,1265.778,2218.5,1972.667,1028.667,903.833,2220.667,1063.125,1019.75,1657.833,1123.25,686.455,1489.75,1210.6,632.958,1063.125,897.5,2250.5,2634.333,2091.75,1665.333,1411,1508.167,1108.625,2182.438,2006.583,1063.588,1035.625,1464.6,1101,1383.556,1246.333,924.9,1106.556,1260.444,974.667,946,1088.222,1941.75,1277,1168.222,1370.692,1406.889,749.625,1774.75,1050.125,1099.95,1164.333,906,663.417,817.75,2107.167,1170.938,1203,1046.75,927.667,1071.375,932.5,961.75,1778.833,1011,936.375,886.5,912.062,743,1444.333,991.833,1598.625,1458.083,1751.375,1482,1536.833,1422,1617.833,1549.167,1363.25,782.833,1609.167,1519.875,1559.667,1449.833,981,1389.083,1297,1042.5,1622.333,1283.25,1001.5,1234.778,1497.5,773,1398.125,1249.25,2678.75,1997,1363.333,1378.875,2270.4,1097.333,1549.9
795,1613.375,1270.333,2222.9,2000.167,1018.667,859.75,2196,1027.125,1029,1626.5,1118,689.273,1487.917,1172.8,636.042,1111.625,896.188,2176.25,2696.167,2118.375,1703.333,1421.562,1484.5,1102.625,2224.938,1970.167,1061.823,1027.375,1471.5,1131.5,1415,1217,923.3,1110.111,1213.667,938.556,1047.75,1095.778,1924,1287,1151.889,1358.077,1409.667,762.5,1810,1059.25,1115.65,1206.444,908.5,650.833,856.25,2109.167,1173.688,1224.25,1058.875,881.917,1070,889.333,933,1773.5,1026.692,898,856.5,914.438,745.2,1440.167,964.333,1540.5,1372.667,1706.25,1471.333,1429.333,1518,1566.5,1584.167,1354.75,855.167,1709.5,1488.125,1586.111,1375.833,1121.75,1414.417,1351.625,978.25,1600.167,1234.625,954,1219.667,1500.333,753.333,1353.5,1232.625,2634.583,1952.75,1360.667,1380.875,2279.75,1176.667,1609.4
796,1620.875,1308.556,2261,2052,984.667,875,2153.833,1027.125,999,1693.333,1084.25,655.273,1440.25,1214.8,643.417,1090.25,888.812,2204.25,2661,2108,1671.333,1386,1492.667,1063.75,2220.438,1963.667,1060.353,1055.25,1500.9,1132.667,1372.556,1227.333,915.3,1109.667,1253.778,950.556,1068.25,1100.222,1914.333,1231.125,1147.778,1373.846,1369.778,755.125,1785.5,1017.625,1122.15,1200.778,871.625,655.5,877,2131.333,1167.5,1248.25,1080.375,913.917,1080,909.167,972.5,1765.833,1031.462,953.125,895.2,911.688,739.3,1444.167,987.333,1545.375,1372.083,1709.375,1502.167,1464.5,1359.75,1668.583,1631.167,1390.5,843.5,1699,1443.25,1612.111,1411.667,1128.5,1415.75,1328.125,991,1583.167,1274.375,984,1210,1518.667,736.833,1345.25,1247.875,2644.75,1990,1286.667,1364.5,2247.15,1133.333,1535.8
797,1590.875,1293.667,2257.7,2044.5,1054.333,855.583,2236.833,1047.625,981.125,1686.5,1111,674.364,1483.667,1199.2,629.125,1074.75,895.312,2198.625,2685.167,2123.875,1752.333,1411.25,1489,1140.625,2187.25,1971.917,1060.177,1021,1491.5,1087.167,1390.444,1247.5,907.1,1110.222,1238.333,976.889,981.25,1135.778,1961.333,1313.75,1126.222,1367.769,1356.111,757,1858,1083.875,1093.85,1169.889,875.875,655.5,791,2120,1194.875,1200.75,1062,933.75,1055.5,950.167,959.25,1780.417,1002.154,947.625,910.2,913.562,734.8,1404.5,957.5,1536.875,1423.083,1733.5,1521.333,1358.167,1458.875,1573.917,1585.5,1298.125,805.833,1606.167,1506.25,1549.667,1383.167,1055.5,1410.583,1320.75,992,1592.667,1266.375,948,1179.556,1512.667,721.5,1378.625,1205.375,2666.25,2032,1320.5,1389.75,2223,1194.667,1598.3
798,1626.375,1261.111,2237.6,2051.833,1012.5,864.75,2238.5,1019,975.25,1691.5,1080.75,674.636,1486.5,1133.8,640.417,1074.875,890.5,2182.875,2680.333,2150.75,1758,1401.75,1494.167,1073.25,2167.438,1963.333,1062,1040.875,1438,1108.833,1371.444,1186.167,927.3,1121,1233.333,962.111,1009.75,1098.222,1948.167,1311.75,1110.778,1356.731,1362.111,790.125,1785,1040.875,1097.2,1138.333,918.25,657.5,833.5,2065,1195.125,1207,1061.125,909.667,1038,953.667,942,1774,1008.038,942.375,873.2,897.562,757.4,1435.5,975.333,1546.625,1453,1637.5,1557.5,1450.167,1393,1550.5,1546.833,1372.875,816.667,1656.5,1478.25,1626.667,1415.5,1113.5,1408.833,1390.75,1001.5,1553,1274.25,1014,1237.333,1520.5,788.333,1346.75,1197.125,2659.333,2027,1327.833,1382,2222.45,1193,1531.2
799,1633.625,1272.778,2241.6,2037.667,1050.333,850.167,2178.667,1035,996.75,1690.833,1080.25,690.909,1511.833,1238.2,636.042,1095.625,904.125,2192.25,2655.5,2125.875,1635.333,1397.188,1512.5,1065,2204.625,1955.917,1070.882,1019.75,1467.7,1143.833,1410.444,1177.667,920.8,1089.444,1211.444,964.778,968.5,1096.333,1915.667,1270.75,1161.111,1364.962,1351.444,792.75,1815.25,1051.875,1103.05,1153.889,855.5,653.333,830.25,2074.5,1159.125,1230.5,1060.25,897.917,1071.875,886.333,933.75,1785.083,1016.692,955.875,903.2,909.812,752.5,1445.833,994.5,1542.25,1444.167,1753.625,1464,1389.5,1406.125,1640.5,1569,1379.375,881,1684.333,1480.125,1588,1384,1055.75,1425.583,1319.25,965.75,1600.667,1225.75,990.667,1211.444,1475.167,786.833,1406.125,1200.5,2656.833,1982.333,1324.5,1371.125,2255.4,1161.333,1585.2
800,1610.5,1271.111,2240.5,2001.333,985.5,846.5,2199.833,1053.125,1039.25,1678.667,1068,660.273,1474.667,1143.8,658.792,1082.375,918.625,2150,2670.333,2154,1678,1405.625,1468.5,1069.375,2233.875,1962.083,1069.588,1031.5,1448.3,1100.833,1375.333,1267.333,897.2,1108.667,1191.667,995,957.75,1114.889,1903.167,1240.875,1146.667,1365.923,1387.556,799.625,1756.25,1022.875,1095.5,1190.111,878.875,648.417,779,2090.667,1174.125,1255.5,1093,940.917,1072.125,949.167,926.5,1805.917,1009.385,961.5,844.2,884.375,747.7,1424.167,979.833,1596.125,1421.25,1695.5,1559.667,1431,1432.25,1568.667,1633.667,1351.5,828.833,1674.333,1468.25,1573.222,1398.833,1124.25,1391.333,1353,943.75,1577,1249,993.167,1253,1501.667,757.833,1355.875,1226,2652,1985,1361.667,1408.5,2240.35,1164.667,1537.5
801,1605.875,1239.222,2227,2059,1044.167,840.5,2196.167,1048.75,1017,1660.5,1096.75,678.182,1463.25,1193.4,657.875,1088.625,894.75,2197,2655.333,2135.125,1733.667,1408.625,1466.167,1106.625,2218.5,1992.833,1079.294,1044,1460.2,1095.167,1421,1193,907.3,1038.444,1215.667,951.778,1012.5,1104.111,1942.667,1292.75,1167,1349.654,1399.556,756,1837.75,1008,1082.65,1168,896.625,652.5,861,2176.833,1185.625,1189.75,1049.25,867.667,1065.75,971.5,958.25,1785.583,1008.962,965.5,839.5,909.438,755.9,1419.167,1045.667,1580.375,1357.083,1727.625,1470.5,1428.167,1417.5,1534.917,1581.667,1371,889.167,1647.167,1459,1599.667,1457.167,1039.5,1368.833,1356.5,1017.75,1560.833,1264.625,986.833,1271.222,1509.333,812.167,1398.375,1211.25,2666.25,2023.833,1366.5,1381,2230.75,1129.667,1520.7
802,1632.375,1255.222,2249.9,2031.667,1050.333,851.667,2217,1061.75,1033.125,1683.833,1100.75,686.636,1470.917,1190.4,613.458,1095.25,914.438,2227.375,2643,2064.375,1687.667,1392.812,1474.5,1081.25,2184.812,1954.917,1081.177,1036.5,1468.4,1091.333,1408.667,1230.5,950.6,1100.889,1188.222,955.556,973.5,1121.556,1953.75,1254,1209.778,1349,1392.111,781.75,1803.5,1066.75,1109.9,1197.333,920.5,678.917,814.25,2101.167,1160.062,1268.25,1072.5,876.917,1040.875,950.167,952.75,1775.417,1023.423,982.625,850.5,921,745.3,1369,1068.5,1587.625,1488.833,1698.625,1559,1409,1426.25,1660.583,1615.333,1369.5,847.167,1668.333,1489.5,1591.444,1359.167,1162.75,1419.833,1332.875,1005,1562.833,1217.375,996.167,1224.333,1504.667,739.167,1370,1238.125,2688.417,2017.75,1321.5,1362.625,2239.1,1122.667,1622
803,1623.625,1233.222,2229.9,1989.5,1021.833,887.417,2239.167,1037.125,1004.75,1675,1048.5,679.182,1486.417,1121.2,653,1049,887.25,2190.25,2634.333,2088.375,1770.667,1423.438,1499.667,1102.75,2211.5,1978.083,1091,1013,1482.5,1106.5,1393.889,1209.167,902.1,1073.111,1224.444,944.889,1013.75,1095,1909.583,1321.875,1143,1353.808,1350.778,730.375,1767.5,1056.25,1102.05,1144.444,929.125,646.083,839.5,2112.667,1170.938,1187.5,1087.75,911.25,1045.125,907.667,918.75,1814.583,1000.923,952.625,871.5,897.375,763.5,1358.333,1028.333,1530.125,1424.917,1732.625,1566,1399.833,1449.375,1646.333,1594.5,1408.375,879,1610.333,1477.75,1530.444,1349.667,1125.75,1390.583,1337.25,969,1565.333,1237.5,1001.833,1227.889,1535.667,772.833,1347.75,1246.875,2749.583,1970.917,1304,1412.5,2228.15,1222,1537.5
804,1635.125,1257.333,2230.9,2008,1061.667,876.25,2236.5,1018.5,1017.375,1640,1108,663.273,1459.25,1146.4,633.458,1107.375,931.125,2223,2646.333,2082.625,1739.667,1420.875,1493.333,1081.75,2182.188,1997.417,1064.647,1045.25,1439.7,1064,1375,1228.833,934.6,1087.889,1197.889,962.778,980,1056.444,1954,1281,1166.333,1344.808,1375.889,768.25,1868.75,1001,1111.05,1179.111,920.625,650,847.25,2066.333,1168.875,1179.75,1021.625,903.417,1040.125,938.333,931.25,1788.917,1015.731,937.5,886.4,894.062,772.7,1463,1007.333,1540.25,1393.667,1686.625,1543.5,1483.333,1460.125,1549.583,1543.333,1360.75,805.667,1699.333,1429,1616,1401.167,1129,1392.667,1313.625,968,1605.167,1232.75,984.5,1213.444,1527.167,759.5,1352.875,1232.875,2667.583,2024.583,1386,1384.625,2227.55,1210.333,1602.7
805,1632.5,1234.778,2225.3,2005,1003.833,863,2261.5,1059,985.25,1610.167,1109.25,679.727,1469.167,1126.6,625.542,1095.5,916.75,2169.625,2714.5,2119.375,1714.667,1436.688,1533.333,1097.375,2185.938,1996.583,1083.412,1017.25,1473.3,1085.667,1387.556,1279.167,907.7,1057.667,1217.667,953.889,958,1085.222,1918.083,1284.25,1115.444,1364.5,1346.667,717,1740,1010.25,1098.4,1166.556,931.25,660.667,840.75,2113.333,1171.25,1177.25,1054.75,908.5,1047.75,902.333,1012,1807.583,1035.962,919,885.8,863.688,742.1,1460.167,1005.167,1559.875,1346.417,1695.625,1515.667,1527,1453.25,1587.25,1624.833,1331.125,804.167,1545.333,1481.625,1576.444,1421.833,984.25,1386.417,1356.875,952,1596.5,1251.25,970,1237.111,1408,736.833,1345.625,1231.375,2643.25,1998.167,1354.333,1416.375,2226.45,1191,1591.6
806,1593.25,1228.778,2222.1,2024.5,1048.167,864.917,2221,1038.625,1043,1638.833,1066.5,670.091,1520,1103.8,612.625,1091.375,913.5,2148.25,2649.5,2100,1665.667,1405.188,1505.667,1053.375,2212.312,1962.667,1049.294,1029.625,1454.2,1084.667,1428,1209.167,926,1091.889,1213.111,924.667,967.75,1110.222,1906.083,1299.125,1150.556,1357.269,1372.222,766.375,1756.5,1095.375,1103.8,1173.889,886.125,659.25,830,2128,1154.125,1199.75,1052.125,872.583,1031.75,906.667,989,1776.917,1036.077,984.875,888.6,880.75,770.7,1472,927.5,1573.375,1365.583,1663.875,1509.167,1407.5,1441.25,1602.917,1586.833,1359.75,831.667,1620.833,1471.75,1558.444,1384.167,1053.75,1405.583,1333.875,996,1600.333,1272.375,1027.167,1166.556,1463.333,749.667,1361.625,1226.25,2658.5,2037,1367,1364.5,2262.1,1052.667,1580.5
807,1651.125,1262.222,2243.5,2029.333,1020.5,855.917,2203,1058.5,1023.75,1636.5,1126.25,671.273,1467.833,1181.6,633.417,1103.625,891.75,2189.25,2627.167,2124.875,1688,1435.188,1519.667,1066.25,2180.438,1971.833,1079.588,1005.875,1468.1,1123,1351.444,1235.5,898.1,1070.222,1207.222,940.111,987,1100.556,1919.583,1282.125,1127.778,1373.808,1383.222,740.625,1887,1048.75,1101.55,1151,894.375,622.667,803.25,2180.667,1146.688,1212.25,1059.875,926.083,1060.875,915.167,965,1793.833,1020.231,930.5,903.2,903.5,707,1402.833,1040.667,1548.375,1353.083,1673.125,1597.333,1479.833,1474.25,1562.25,1548.333,1383.875,800.167,1608.833,1455.125,1580.111,1363,1071.25,1358,1326.75,965.5,1584.667,1280,958,1237.556,1496.167,745.667,1367.75,1232.375,2639.083,2012.75,1350.333,1367.25,2254.5,1131.667,1554.8
808,1615.875,1212.667,2222,2065.833,1011.167,877,2247,1024.375,1039.625,1668.333,1113.25,653.909,1460,1181,635.583,1047.75,899.875,2160.125,2678.167,2101,1653.333,1385.188,1506.833,1096.375,2175.625,2006.583,1071.177,1018.875,1450.3,1056.5,1366.556,1198.333,928.3,1116.333,1191.556,948.778,1039.25,1071.222,1927.833,1306,1133.667,1370.538,1411.778,754.75,1807.75,1016,1092.3,1176.333,901.125,649.083,851.25,2121.167,1203.688,1189,1036.25,912.667,1067.875,928.5,970,1786.25,1023.538,925.125,862.1,889.562,765.7,1452,1015.167,1621,1444,1725.75,1467.167,1396.167,1477,1561.417,1642,1367.5,824.333,1660.5,1438.5,1578.778,1362.667,1134.5,1369.75,1290.625,992.25,1580.167,1293.125,951.167,1222.222,1516.5,790.5,1345.375,1200.875,2708.917,2031.5,1362.5,1395.5,2257.5,1169.333,1567.1
